ISBN,Book-Title,Book-Author
0373484879,"Long, Tall Texan Weddings (Long, Tall Texans)",Diana Palmer
0505524937,The Trelayne Inheritance (Candleglow),Colleen Shannon
0345456483,Grail Prince,Nancy McKenzie
0770502466,Two solitudes,Hugh MacLennan
0380782391,Larceny and Old Lace (Den of Antiquity),Tamar Myers
0060245867,If You Give a Mouse a Cookie,Laura Joffe Numeroff
0060584750,Mystic River,Dennis Lehane
006443253X,Chicken Soup with Rice: A Book of Months,Maurice Sendak
0440135842,Help the Poor Struggler,Martha Grimes
0440171970,Promised Land,Robert B. Parker
0451209672,Friends: The One About the #1 Sitcom,Lauren Johnson
0679429069,Love Poems (Everyman's Library Pocket Poets),Sheila Kohler
0003300277,"Cascades - \Fahrenheit 451\"" (Collins Cascades)""",Ray Bradbury
0140168125,Big Sur,Jack Kerouac
0349100136,"If this is a man ; and, The truce",Primo Levi
0385721633,Tan Veloz Como El Deseo,Laura Esquivel
055321392X,Of Human Bondage (Bantam Classic),W. Somerset Maugham
0679642579,The Hunchback of Notre-Dame (Modern Library Classics),VICTOR HUGO
1881098184,"The Witches' Almanac, Spring 2002 to Spring 2003 (Witches Almanac, 2002 2003)",Elizabeth Pepper
9505811322,LA Metamorfosis (Colecci?on Literaria Lyc (Leer y Crear)),Franz Kafka
0312971370,Soap Opera,Eileen Fulton
0060933585,Kissing the Virgin's Mouth,Donna M. Gershten
0553378392,Walking to Mercury,Starhawk
0441009425,Revelation Space,Alastair Reynolds
3442541824,Die Bibel nach Biff.,Christopher Moore
0385314043,"Piano Lessons: Music, Love, &amp; True Adventures",Noah Adams
0671016857,murder@maggody.com : An Arly Hanks Mystery (Arly Hanks Mysteries (Paperback)),Joan Hess
0446690589,Cancer Schmancer,Fran Drescher
006009527X,Fire Lover: A True Story,Joseph Wambaugh
0060511885,Vineyard Enigma : A Martha's Vineyard Mystery (Martha's Vineyard Mysteries (Avon Books)),Philip R. Craig
0345410602,Family Linen,LEE SMITH
0345461029,Evenings at Five,Gail Godwin
0380726793,A Case of Vineyard Poison,Philip R. Craig
0425188442,Deceit,Clare Francis
0440202485,Snow in April,Rosamunde Pilcher
0671897020,THIS OTHER EDEN : THIS OTHER EDEN,Ben Elton
1895897572,Kids Are Worth It!: Giving Your Child the Gift of Inner Discipline,Barbara Coloroso
0061043559,Murder Must Advertise,Dorothy L. Sayers
0060213574,Crazy Lady!,Jane Leslie Conly
0060574216,"Men Are from Mars, Women Are from Venus : The Classic Guide to Understanding the Opposite Sex",John Gray
0061094757,Your Sacred Self: Making the Decision to Be Free,Wayne W. Dyer
0071381392,The No-Cry Sleep Solution: Gentle Ways to Help Your Baby Sleep Through the Night,Elizabeth Pantley
0345410084,Hell's Angels: A Strange and Terrible Saga,Hunter S. Thompson
0345440900,"Secrets of the Baby Whisperer: How to Calm, Connect, and Communicate with Your Baby",TRACY HOGG
0385014856,Guests of the Sheik: An Ethnography of an Iraqi Village,Elizabeth Warnock Fernea
0425114511,We Don't Die: George Anderson's Conversations With the Other Side,Joel Martin
0425132889,We Are Not Forgotten: George Anderson's Messages of Love and Hope from the Other Side,Joel Martin
0609805444,"Portrait of a Burger As a Young Calf: The Story of One Man, Two Cows, and the Feeding of a Nation",Peter Lovenheim
078710339X,Nicole Brown Simpson: The Private Diary of a Life Interrupted,Faye Resnick
0874778875,"The Wonder of Boys: What Parents, Mentors and Educators Can Do to Shape Boys into Exceptional Men",Michael Gurian
1571743235,Emissary of Love: The Psychic Children Speak to the World,James F. Twyman
1881273652,The Five Love Languages of Children,Gary D. Chapman
0380815583,"Offer From a Gentleman, An",Julia Quinn
0375751505,Nothing but You: Love Stories from the New Yorker (Modern Library (Paperback)),Roger Angell
0140620249,The Woman in White (Penguin Popular Classics),Wilkie Collins
037570437X,Snow Falling on Cedars,David Gutterson
0812565398,World Order,Andrew Goliszek
0446363499,A Coral Kiss,Jayne Ann Krentz
0316789992,Resistance: A Novel,Anita Shreve
3548203604,Trabbel Fur Henry,Tom Sharpe
0671039199,Deep Water (Buffy the Vampire Slayer),Laura Anne Gilman
0449216470,Shallows of Night,Eric Lustbader
0451455568,"Retribution (Stargate, Book 3)",Bill McCay
0886771935,"Track of the White Wolf (Chronicles of the Cheysuli, No 4)",Jennifer Roberson
0886771951,Chronicles of the Cheysuli #02: Song of Homana,Jennifer Roberson
055356921X,The Strange Files of Fremont Jones (Fremont Jones Mysteries (Paperback)),Dianne Day
0575058331,Red Azalea,Anchee Min
0785813268,The Best of Lewis Carroll,Lewis Carroll
0061043966,Cook's Night Out (Angie Amalfi Mysteries),Joanne Pence
0373261047,Real Murders,Richard Harris
0525249249,Houses Without Doors,Peter Straub
0804113599,Agatha Raisin and the Potted Gardener (Agatha Raisin Mysteries (Paperback)),M. C. Beaton
0385086954,Carrie,Stephen King
0881030368,1984 (Signet Classics (Paperback)),George Orwell
0345400437,The Shaping of Middle-Earth (The History of Middle-Earth - Volume 4),J. R. R. Tolkien
0060009241,See Jane Score (Avon Romance),Rachel Gibson
0060011904,"Small Town : A Novel (Block, Lawrence)",Lawrence Block
0060081635,The Last of the Honky-tonk Angels : A Novel,Marsha Moyer
0060087358,"This Time Love : A Classic Love Story (Lowell, Elizabeth)",Elizabeth Lowell
0060092645,My Favorite Bride,Christina Dodd
0060092661,One Kiss From You,Christina Dodd
0060185686,Down by the Water,Caroline Upcher
0060192763,Saved: A Novel,Kate Morgenroth
0060199261,The Bronze Horseman: A Novel,Paullina Simons
0060199385,The One That Got Away: An Emma Price Mystery (Emma Price Mysteries),Naomi R. Rand
0060502185,To Tempt a Bride,Edith Layton
0060502290,A Chance at Love (Avon Romance),Beverly Jenkins
0060502312,Breaking All the Rules (Avon Light Contemporary Romances),Sue Civil-Brown
0060503505,Tell Me You Love Me,Kayla Perrin
006050675X,"The Emerald Cavern (Graham, Mitchell. Fifth Ring, Bk. 2.)",Mitchell Graham
0060508116,Fool for Love,Eloisa James
0060508124,A Wild Pursuit,Eloisa James
0060508175,"Past Due (Lashner, William)",William Lashner
0060519711,Beloved Highlander,Sara Bennett
0060520450,The Stingray Shuffle,Tim Dorsey
0060520515,"The Other Side of the Story : A Novel (Keyes, Marian)",Marian Keyes
0060526211,Kiss Me Again,Margaret Moore
0060527056,"Affair Most Wicked, An",Julianne MacLean
0060540664,The Edge of Midnight,Beverly Jenkins
0060563893,Blue Blood : A Debutante Dropout Mystery (Debutante Dropout Mysteries),Susan McBride
0060571454,The Princess Masquerade,Lois Greiman
0060578955,The Way the Crow Flies: A Novel (Today Show Book Club #18),Ann-Marie MacDonald
0066211069,One More for the Road: A New Story Collection,Ray Bradbury
0066211247,Ain't She Sweet?,Susan Elizabeth Phillips
0312205481,A Fine and Bitter Snow : A Kate Shugak Novel (Kate Shugak Mysteries (Hardcover)),Dana Stabenow
0312207697,Agatha Raisin and the Haunted House (An Agatha Raisin Mystery),M. C. Beaton
0312277318,"Crouching Buzzard, Leaping Loon",Donna Andrews
0312277601,Bone Mountain,Eliot Pattison
0312282060,Murphy's Law (A Mitch Mitchell Mystery),Rhys Bowen
0312284497,The Chase,Brenda Joyce
0312285663,Killing Time : A Mystery,Elise Title
0312288476,In the Bleak Midwinter,Julia Spencer-Fleming
0312289243,Exposure,Alan Russell
0312290950,The Patient's Eyes: The Dark Beginnings of Sherlock Holmes,David Pirie
0312291329,"Bone Dry : A Blanco County, Texas, Novel (Game Warden John Marlin, 2)",Ben Rehder
0312301154,Blood Is the Sky: An Alex McKnight Mystery,Steve Hamilton
0312301227,Death Is Semisweet: A Heaven Lee Mystery,Lou Jane Temple
0312301995,"The Distant Echo (Mcdermid, Val)",Val McDermid
0312307020,"Emma's Secret (Bradford, Barbara Taylor)",Barbara Taylor Bradford
0312310269,Murder Off Mike: A Talk Radio Mystery,Joyce Krieg
0312313004,"For the Love of Mike : A Molly Murphy Series (Molly Murphy, 3)",Rhys Bowen
0312315120,The Savvy Sistahs,Brenda Jackson
0312317441,Dead Soul (Ay Adult - Doss),James D. Doss
0312321074,I'm a Believer,Jessica Adams
031286941X,"Castle Rouge: A Novel of Suspense featuring Sherlock Holmes, Irene Adler, and Jack the Ripper",Carole Nelson Douglas
0312871880,Irish Stew!,Andrew M. Greeley
0312874014,Tapping the Dream Tree,Charles de Lint
0312875827,"Enchanter (The Wayfarer Redemption Trilogy, Bk 2)",Sara Douglass
0312878885,"Starman (The Axis Trilogy, Bk 3)",Sara Douglass
0312978413,Total Surrender,Cheryl Holt
0312979851,True North,Beverly Brandt
0312982186,The Best Man : Four Sensuous Novellas,Brenda Jackson
0312984596,Absolute Pleasure,Cheryl Holt
0312989202,Finding You/Knowing You : Two Brand-New Novels For One Wonderful Price! (Candellano Family Trilogy),Maureen Child
0312989431,Deadly Caress (A Francesca Cahill Romance),Brenda Joyce
0312992327,Public Displays of Affection,Susan Donovan
0312992424,Night Play (A Dark-Hunter Novel),Sherrilyn Kenyon
0312997523,And Then Came You : Sam's Story,Maureen Child
0316069027,Rush Home Road : A Novel,Lori Lansens
0316098736,The Last Good Day,Peter Blauner
0316608971,Hard Revolution: A Novel,George Pelecanos
0316738158,The Big Love : A Novel,Sarah Dunn
0316738956,Hunger : A Novel,Elise Blackwell
0316766844,Resurrection Men: An Inspector Rebus Novel,Ian Rankin
0316800945,The Stone Flower Garden: A Novel,Deborah Smith
0316806501,Sweet Hush: A Novel,Deborah Smith
0345428226,Hotspur,RITA MAE BROWN
0345430794,Manifold: Origin,STEPHEN BAXTER
0345433300,The Manhattan Hunt Club,John Saul
034544003X,Southampton Row (Charlotte &amp; Thomas Pitt Novels (Hardcover)),Anne Perry
0345440099,"The Shifting Tide (Perry, Anne)",ANNE PERRY
034544244X,Wit'Ch Gate (Banned &amp; the Banished (Hardcover)),James Clemens
0345443225,Blind Run,PATRICIA LEWIN
0345445899,Vertical Burn,EARL EMERSON
0345446992,Black Valley,Jim Brown
0345449266,The Children of Cthulhu : Chilling New Tales Inspired by H.P. Lovecraft,JOHN PELAN
0345450736,"Between Sisters (Hannah, Kristin)",KRISTIN HANNAH
0345453328,Lover's Lane,Jill Marie Landis
0345453433,"Kiss Me While I Sleep (Howard, Linda)",Linda Howard
0345457854,Coalescent,STEPHEN BAXTER
0345462270,Gone Too Far,SUZANNE BROCKMANN
0345462327,Flashpoint,Suzanne Brockmann
0345462882,"Pyro (Emerson, Earl)",EARL EMERSON
0373227388,Bodyguard /Husband : Ultimate Agents (Harlequin Intrigue Series),Mallory Kane
0373245416,The Unexpected Wedding Guest  Something Old Something New,Patricia McLinn
0373250525,Starting From Square Two (Red Dress Ink),Caren Lissner
037325993X,"Undercover Lovers  (Heat) (Harlequin Temptation, No. 893)",Julie Kenner
0373273533,Darkness Calls (Silhouette Intimate Moments),Caridad Pineiro
0373292856,The Surgeon (Harlequin Historical Series),Kate Bridges
0373691114,Some Like It Sizzling,Jamie Sobrato
0373691238,"Look, But Don't Touch  (The Perfect Lover)",Sandra Chastain
0373691351,Say You Want Me,Cindi Myers
037370996X,"Money Man (Creature Comfort) (Harlequin Superromance, No. 996)",Carolyn McSparren
037371016X,"Emily'S Daughter (Harlequin Superromance, No. 1016)",Linda Warren
0373710208,"Zoey Phillips (Girlfriends) (Harlequin Superromance, No. 1020)",Judith Bowen
0373710704,"Midway Between You And Me  (In Uniform) (Harlequin Superromance, No. 1070)",Rogenna Brewer
0373710828,"Maggie's Guardian  (Count On A Cop) (Harlequin Superromance, No. 1082)",Anna Adams
0373710844,"The Man In The Photograph (Harlequin Superromance, No. 1084)",Linda Style
037371095X,together by christmas,C.J. Carmichael
0373711166,Baby By Chance  (White Knight Investigations),M.J. Rodgers
0373711204,The Men of Thorne Island,Cynthia Thomason
0373711255,The Wrong Woman  (Twins),Linda Warren
0373711301,A Husband Of Her Own,Brenda Novak
0373711433,House Of Strangers,Carolyn McSparren
0373711956,A Family of Her Own (Harlequin Superromance),Brenda Novak
0373750242,His Baby (Harlequin American Romance Series),Muriel Jensen
0373764421,"And The Winner Gets...Married!  (Dynasties:  The Connellys) (Silhouette Desire, No. 1442)",Metsy Hingle
0373770014,Hot Stuff (Hqn Books),Carly Phillips
0373790252,"Acting On Impulse (Midnight Fantasies) (Blaze, 21)",Vicki Lewis Thompson
0373790384,"Sensual Secrets (Blaze, 34)",Jo Leigh
0373790503,"His Private Pleasure (Blaze, 46)",Donna Kauffman
0373790570,"About That Night... (Harlequin Blaze, No. 53)",Jeanie London
0373790589,"Wild And Willing (Harlequin Blaze, No. 54)",Joanne Rock
0373790627,"Tempting Adam (Harlequin Blaze, No 58)",Dorie Graham
037379066X,"Naturally Naughty: Bare Essentials (Harlequin Blaze, No 62)",Leslie Kelly
0373790694,"Fire and Ice: Legal Briefs (Harlequin Blaze, No 65)",Tori Carrington
0373790732,Against the Odds,Donna Kauffman
0373790791,"Just Toying Around... (Harlequin Blaze, No 75)",Rhonda Nelson
0373790821,"Scoring: Under the Covers (Harlequin Blaze, No 78)",Kristin Hardy
037379083X,"The Boy Toy (Harlequin Blaze, No 79)",Eugenia Riley
0373790864,"Just 4 Play (Harlequin Blaze, No 82)",Cindi Myers
0373790880,"Pleasure for Pleasure (Harlequin Blaze, No 84)",Jamie Sobrato
0373790910,"Wild and Wicked (Harlequin Blaze, No 87)",Joanne Rock
0373791011,"Sex and the Sleepwalker (Harlequin Blaze, 97)",Donna Sterling
0373791062,"After Hours: Put Your Guy On the Cover (Harlequin Blaze, 102)",Vicki Lewis Thompson
0373791097,"Night Fever: Kiss &amp; Tell (Harlequin Blaze, 105)",Tori Carrington
0373791178,Just Between Us . . .   Kiss &amp; Tell (Harlequin Blaze),Tori Carrington
0373791224,"Rumor Has It (Harlequin Blaze, No. 118)",Cindi Myers
0373791445,The Sex Diet (Blaze),Rhonda Nelson
037380203X,The Charmed Sphere,Catherine Asaro
0373802048,In Camelot's Shadow,Sarah Zettel
0373802056,The Wizard's Ward (Luna),Deborah Hale
0373835744,Invitations To Seduction: 3 Novels in 1,Carly Phillips
0374276609,Three Daughters,Letty Cottin Pogrebin
0375401253,Flinch,ROBERT FERRIGNO
0375411089,Skinny Dip,Carl Hiaasen
0375412409,"Good Morning, Killer",April Smith
0380800659,Better Off Dead: A Casey Jones Mystery,Katy Munger
0380815265,The Seduction of Sara (Avon Romance),Karen Hawkins
0380815516,Leaving Lonely Town,Cait London
0380815559,Love Will Find a Way (Avon Romance),Barbara Freethy
0380815680,Seen By Moonlight,Kathleen Eschenburg
0380817411,The Outlaw and the Lady (Avon Romantic Treasures.),Lorraine Heath
0380817918,Taming the Scotsman (The MacAllisters),Kinley MacGregor
0380818043,After the Abduction (Avon Romantic Treasures),Sabrina Jeffries
0380818213,The Prince's Bride,Victoria Alexander
0380818647,The Devil's Bargain,Edith Layton
0380818655,Another Summer,Georgia Bockoven
0380819066,The Bad Man's Bride: Marrying Miss Bright,Susan Kay Law
0380819376,My One and Only (Avon Light Contemporary Romances),MacKenzie Taylor
0380819546,Site Unseen : An Emma Fielding Mystery (Emma Fielding Mysteries),Dana Cameron
0380819570,Here and Now,Constance O'Day-Flannery
0380819732,Where Is He Now? (Avon Romance),Jennifer Greene
0380820064,And Then He Kissed Me (Avon Romance),Patti Berg
0380820099,"Mackenzies: Cole, The (Mackenzies)",Ana Leigh
0380820536,All My Desire (Avon Romance),Margaret Moore
0380820897,One Night of Passion (Avon Romantic Treasures),Elizabeth Boyle
0380820900,Stealing the Bride (Avon Romantic Treasure),Elizabeth Boyle
0380821060,To Love a Scottish Lord : Book Four of the Highland Lords,Karen Ranney
0380821095,His Scandal (Avon Historical Romance),Gayle Callen
0380977583,Heart Seizure : A Novel,Bill Fitzhugh
0380978938,"Ilium (Simmons, Dan)",Dan Simmons
0385333676,The First Billion,CHRISTOPHER REICH
0385336454,Presumption of Death,PERRI O'SHAUGHNESSY
0385336462,"Unlucky in Law (O'Shaughnessy, Perri)",PERRI O'SHAUGHNESSY
0399147144,Warrior Class,Dale Brown
0399147969,The Burying Field,Kenneth Abel
0399148329,A Murder of Promise,Robert Andrews
0399148477,Turbulence,John J. Nance
0399148574,In My Sister's Country,Lise Haines
0399148744,Bone Key,Les Standiford
0399149279,Wild Pitch,Mike Lupica
0399149309,Shrink Rap,Robert B. Parker
0399149708,Bad Company,Jack Higgins
0399150544,Fox Evil,Minette Walters
0399150579,Seeking Enlightenment... Hat by Hat,Nevada Barr
0399150587,Everglades,Randy Wayne White
0399150846,Dead Famous,Carol O'Connell
0399151885,Double Play,Robert B. Parker
0425179516,A Dying Art,Nageeba Davis
0425180026,Innkeeping With Murder (Lighthouse Inn Mysteries),Tim Myers
0425182169,A Soft Place to Fall,Barbara Bretton
0425183343,The Wicked Flea: A Dog Lover's Mystery,Susan Conant
0425186180,Fifth Life of the Catwoman,Kathleen Dexter
0425186431,Tart Noir,Stella Duffy
0425186911,To Give or Deceive,Malinda Terreri
0425188388,The Dogfather: A Dog Lover's Mystery (Dog Lover's Mystery),Susan Conant
0425189473,Mrs. Jeffries Pleads Her Case (Victorian Mysteries),Emily Brightwell
0425190145,Death Gets a Time-Out (Mommy-Track Mysteries (Hardcover)),Ayelet Waldman
0425191028,The Shadow Side (Berkley Sensation),Linda Castillo
0425191206,While She Was Sleeping,Suzanne Forster
0425192083,To Catch a Wolf (Berkley Sensation),Susan Krinard
0425192768,The Dare (Berkley Sensation),Elda Minger
0425192784,Witching Moon (Berkley Sensation),Rebecca York
0425193039,Hunting Midnight (Berkley Sensation),Emma Holly
042519325X,Without a Trace (Berkley Sensation),Lynn Erickson
0425193713,Personal Assets,Emma Holly
0425194256,Betrayal,Clare Francis
0425194574,Fair Play,Deirdre Martin
0425194582,The Wishing Chalice (Berkley Sensation),Sandra Landry
0425196585,Heart Duel (Berkley Sensation),Robin D. Owens
0425197107,On the Line (Berkley Sensation),Kathryn Shay
0425197484,Undead and Unemployed (Berkley Sensation),Mary Janice Davidson
0440236029,Lilies on the Lake,Katherine Kingsley
0440236711,The Bridal Season,Connie Brockway
0440236770,Frontier Woman,JOAN JOHNSTON
0440236800,Comanche Woman,Joan Johnston
0440237033,Veiled Threats,Deborah Donnelly
0440237440,Song from the Sea,Katherine Kingsley
0440237599,Hot Pursuit,CHRISTINA SKYE
